yearmonth	lat	lon	family	familykey	genus	genuskey	species	specieskey
2023-05	42.105	0.89	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-03	40.823513	-5.38503	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	39.848598	2.813606	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2015-01	42.039392	2.080965	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-02	40.1	0.05	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	40.564633	0.338401	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	42.15	0.901	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	43.208637	-7.541368	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-06	38.42	-0.96	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	42.24	0.898	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	37.940478	-2.926155	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-02	43.476414	-5.682242	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	41.814	2.116	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	41.273	1.228	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-08	41.911873	0.960012	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-03	39.02	-0.58	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-04	42.889046	-3.233746	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	39.392637	3.073835	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-05	41.345	1.943	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	43.437527	-6.758794	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-09	41.754	0.926	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	43.330875	-6.416335	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2006-12	41.771093	2.46459	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-02	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-07	39.93	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-03	40.1	0.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	38.7	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	42.215	1.032	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.968224	-2.878175	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	42.32	1.368	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-01	43.258435	-6.468375	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2024-04	38.011497	-6.895141	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-05	38.56	-0.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-04	36.944059	-2.462424	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-06	40.493782	-6.794054	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-10	39.9	-0.69	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-02	42.213	2.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	40.064703	-6.015718	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	41.431	1.558	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	41.215	0.979	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	38.76	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	41.705	1.997	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	43.205135	-7.534982	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2024-03	37.080105	-4.721859	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-04	43.147263	-7.165423	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2008-05	38.55	-0.09	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-04	36.655325	-5.657418	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-01	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-06	41.752388	2.332436	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-09	38.81	-0.67	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-10	39.68	-0.88	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	41.18	0.574	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-09	41.573	2.395	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	43.288386	-6.434526	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-11	37.105	-2.723	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	38.81	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	39.66	-5.78	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	37.9177	-6.7347	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-09	39.71	-0.39	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2003-09	39.93	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2005-01	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-05	38.72	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-04	42.467987	-8.432884	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	39.5597	3.296104	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-10	37.785842	-6.854639	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-02	38.68	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	39.6	-0.66	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	37.919014	-5.628329	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	43.472651	-6.43133	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-02	41.894	1.97	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	38.9	-0.34	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-07	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-07	39.53	-1.05	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-08	39.521153	2.502904	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-11	38.65	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	39.802209	3.102966	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-09	39.796391	3.111402	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-10	37.567467	-6.634378	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	40.06742	-6.011883	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	37.735135	-3.810442	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	42.596	1.154	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	42.634	0.787	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-05	39.24	-1.08	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-04	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	38.55	-0.75	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	41.342	1.716	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-12	39.44	-0.76	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-02	41.767	1.142	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-07	42.634527	-7.14283	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2013-11	39.84	-1.15	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	40.58	-0.21	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	42.662226	-2.78821	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-03	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-08	39.696237	2.87359	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-06	38.64	-0.42	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	39.63485	2.665006	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-09	42.013	2.222	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-03	40.942116	-5.67733	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-10	43.196336	-4.60093	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2010-06	39.53	-1.48	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	39.74	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-11	41.788747	2.392234	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-11	41.78881	2.404268	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.27	-1.1	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-11	39.508477	3.273623	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-06	42.464387	0.207231	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	41.83758	-0.615717	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	39.647533	2.668883	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-02	38.7139	-0.559285	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	38.042909	-1.457213	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	42.185	0.875	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	41.93	1.198	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-05	38.48	-0.93	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-06	42.801195	-1.014862	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-02	39.574356	2.610677	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-04	39.745409	3.166838	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-05	40.07	0.04	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	40.825	0.433	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	38.66	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	41.676	1.757	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-02	43.46	-5.72	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-03	43.379033	-5.709547	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2024-02	37.180961	-3.609769	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2005-12	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-12	39.685888	2.670321	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	40.65	0.16	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-02	41.217984	-6.096554	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-09	39.557817	2.509347	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-06	39.47782	3.270817	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-08	39.528929	2.909219	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-05	38.91	-0.3	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.881618	-2.880311	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	42.648046	0.860896	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-09	38.62	-0.46	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-09	41.327	1.931	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-07	41.805815	2.415962	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-06	41.815432	2.331782	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-01	40.49	0.22	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-06	39.89	-0.71	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.25	-1.06	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-07	39.853672	3.033855	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-07	38.62	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-01	39.83	-0.28	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-04	40.08	0.0	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	39.9	-0.2	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	42.331	3.177	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	41.961	2.633	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	42.367	3.152	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-01	40.107745	-5.946279	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	42.016	1.521	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	38.62	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.916134	-2.945271	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-02	41.551	1.868	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	42.182	0.706	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-12	41.813	1.971	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	41.35	0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-02	38.52	-0.7	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-08	41.708047	2.465114	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	38.7	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-04	39.25	-1.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-01	40.041611	-5.995759	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-04	39.459449	3.214277	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-12	42.174977	2.956388	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	38.62	-0.46	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-07	41.74365	2.380633	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	37.85	-6.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-09	38.67	-0.43	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	38.89	-0.32	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	38.89	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.26	-0.79	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-06	38.65	-0.27	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-04	39.564664	3.046461	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-05	38.69	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-09	40.991091	-4.00707	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	39.84	-1.0	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	39.365837	-6.722309	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	41.065	0.662	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-08	42.001346	-1.790694	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-12	41.762	2.441	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-04	38.664419	-0.539918	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-11	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.21	-1.16	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	39.713991	2.608749	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-11	39.62	-0.75	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	37.57	-6.35	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-02	40.1	0.06	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	39.68	-1.26	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	41.69	2.358	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-12	43.259106	-7.558635	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-03	39.336475	-6.740873	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	43.447542	-7.324333	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-07	42.044683	2.071154	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-09	39.71	-0.38	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-08	38.53	-0.72	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-08	39.29	-0.73	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.08	-0.95	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-02	38.91	-0.26	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-03	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-12	39.7	-0.98	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	42.002804	-6.619048	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2017-03	39.82	-0.45	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	39.866724	2.936592	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-04	39.688612	2.806814	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-07	38.74	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	42.126	1.059	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	41.807	2.381	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-12	42.4606	-2.402178	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	42.059	0.88	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	42.359653	-2.988783	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-07	39.527348	2.495613	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-04	37.120699	-2.538305	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-03	37.946342	-6.142502	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-11	38.72	-0.75	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-04	39.571193	3.070869	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-08	39.31	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-04	40.09	0.06	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-01	42.874783	-2.181305	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-02	38.69	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	41.861	1.44	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	38.88	-0.38	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	41.827	2.85	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	41.891706	-3.19954	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-11	41.8517	-0.257891	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-03	40.596706	-6.53895	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-04	38.94	-0.27	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-06	43.095082	-4.642634	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2011-03	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-12	41.224311	-6.095395	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-09	37.527255	-6.282219	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	40.1	0.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	42.526	1.302	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.848434	-2.973676	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	40.6	-0.26	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-01	37.960359	-5.676176	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	37.92	-6.75	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	38.7	-0.44	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	39.802757	3.084388	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-12	38.59	-0.72	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	43.202931	-5.388343	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-02	41.671	2.25	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	39.63	-1.3	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	40.741793	0.025413	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-09	39.328142	-6.385245	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2007-02	40.49	0.14	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-10	39.81	-0.88	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-03	40.1	0.05	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-11	40.11	-0.21	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-04	38.0	-6.84	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-04	43.29	-8.15	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-09	38.668495	-0.4289	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-02	41.991439	-1.451354	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-04	38.68	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	41.788747	2.392234	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-06	43.312392	-6.229827	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2015-09	38.65	-0.45	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-08	42.932107	-1.869178	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-04	43.338178	-4.304824	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-03	38.465409	-1.793081	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-04	40.069689	-6.006838	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-12	39.569961	2.861525	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-02	38.68	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	39.53	-1.39	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-10	41.166	0.766	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-07	40.06	-1.18	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-08	40.03	-0.32	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-01	39.62	-0.86	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	42.016	2.995	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	38.64	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
