yearmonth	lat	lon	family	familykey	genus	genuskey	species	specieskey
2022-04	38.67	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	39.729725	-5.28649	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	38.8	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-07	43.484029	-7.867756	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-08	39.536388	2.522019	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-06	39.81	-0.42	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-09	42.186	0.9	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	43.52187	-6.722949	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-02	39.84	-1.0	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	42.37	1.792	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	38.81	-0.38	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	43.134739	-6.075442	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-09	42.256	1.358	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-07	42.56	1.0	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2012-05	40.67	0.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-12	39.26	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	39.13	-1.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-10	43.290266	-4.210061	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-01	37.63	-6.36	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-09	37.45	-4.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-09	39.805894	3.087361	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-05	41.814	2.044	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	42.039911	1.561881	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-04	39.82	-6.05	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.07	-0.81	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-06	40.43	0.18	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-06	41.235866	-5.929699	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-09	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	39.84541	3.031805	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-04	41.149847	-4.183671	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-03	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-05	41.76	2.056	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	42.365	0.857	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-09	40.07	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	40.56	-0.01	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	39.399818	-6.702147	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-10	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	41.793551	1.633124	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	43.460638	-6.979547	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-01	39.654237	3.001329	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-01	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-05	40.863	0.503	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	37.09	-2.755	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	42.141	0.901	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-02	38.7116	-0.542859	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-03	40.01	-1.27	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-09	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.2	-1.11	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-08	39.500171	3.086382	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-03	39.423144	-5.432623	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-05	38.68	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	40.904885	-3.469233	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	42.108	1.084	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	39.18	-1.04	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	36.722117	-5.154605	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-12	38.68	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-05	40.074337	-5.836889	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-04	39.9	-0.34	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-05	40.17	0.0	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2004-03	40.31	0.06	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-06	38.77	-0.54	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-06	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	38.71	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-08	38.556136	-4.911166	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	39.29	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-07	38.67	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-12	38.72	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-03	41.986	2.174	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	39.84	-1.01	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	38.67	-0.44	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	37.082	-2.762	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	42.607172	-8.631933	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	43.428673	-6.695913	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-02	41.872	2.886	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-01	38.73	-0.59	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-07	39.61	-1.03	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-12	42.762806	-3.113142	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-09	39.94	-0.62	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-11	38.66	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-12	39.809489	3.094957	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2012-05	40.69	0.14	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-06	38.66	-0.29	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-02	39.57	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-11	41.734304	2.320599	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-06	42.936474	-4.308357	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-10	38.54	-0.72	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	39.48	-1.03	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-02	40.198828	-5.30116	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-09	38.77	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2006-05	39.09	-0.79	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-04	39.96	-1.03	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	39.585489	2.872592	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-07	39.623313	3.342282	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-02	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	37.57	-6.34	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	39.293402	3.096216	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-08	37.91	-6.7	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	43.486205	-6.705967	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-06	38.89	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-09	39.668224	-5.82472	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-10	38.72	-0.59	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2003-01	41.50399	2.221165	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-05	42.45	1.15	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-12	39.88	-1.17	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-06	39.758568	2.715868	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2013-05	38.65	-0.27	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-09	40.51	0.2	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-09	37.73261	-5.829199	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.26	-1.09	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.708026	2.688902	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2017-07	38.91	-0.3	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-11	38.77	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	39.446332	3.236225	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-07	38.66	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	41.806	1.321	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	38.69	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	39.7	-0.87	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-10	43.095464	-6.164506	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	38.67	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	43.50991	-5.539952	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-04	42.486893	-1.979403	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-09	39.03	-1.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-01	39.63	-0.86	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-10	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	40.27	0.31	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-02	43.26939	-2.128097	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	39.13	-1.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	40.1	0.06	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	42.32	1.368	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-07	39.866135	-5.91354	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-08	42.259	0.982	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-09	41.889	2.512	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-04	43.419209	-6.064577	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2008-11	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-01	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-09	39.7	-0.86	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	40.101442	-5.956273	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-09	41.907	1.524	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-02	39.68	-0.32	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-09	39.961526	-6.063882	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	37.079	-2.768	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	38.69	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	37.9242	-6.7344	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	38.71	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-01	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-06	42.53	1.25	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.09	-0.79	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-10	42.929669	-3.487636	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-05	39.2	-0.76	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	39.63	-0.91	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-01	43.359189	-5.446184	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-08	37.780298	-5.816236	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-02	38.16	-0.75	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	39.420025	2.896849	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-08	42.186	0.888	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	41.791857	-1.433707	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	43.076728	-6.987121	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-06	42.403	3.007	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-12	42.259	3.092	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	38.88	-0.38	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	41.495737	-5.557052	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-12	38.69	-0.44	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-09	40.55	0.04	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-02	37.90044	-5.76913	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-06	39.75	-0.99	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-04	39.48	-0.65	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-08	41.248402	-5.991057	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	37.788982	-6.128106	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	41.524925	2.33502	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	38.79	-0.39	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-03	41.069702	-0.556787	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2004-11	40.31	0.06	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-04	41.911873	0.960012	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-11	40.63	-0.2	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-08	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-04	38.72	-0.45	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	38.56	-0.7	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-01	38.57	-0.72	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-10	43.44191	-5.821381	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-09	38.69	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	42.15	2.402	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1995-03	40.67	0.24	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-10	38.5	-0.67	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-11	39.700068	2.707626	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2012-06	38.74	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	43.487572	-6.111489	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2015-08	42.003	-1.672005	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-11	39.6515	2.643429	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-09	39.748276	-6.070185	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	37.9	-6.42	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-09	41.736	2.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-01	41.088	0.506	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.92493	-4.84218	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	43.556762	-6.675111	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-07	41.762	2.429	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	42.33662	-3.617607	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	42.23	0.85	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-05	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-09	42.459415	-8.422057	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-02	38.5	-0.68	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	38.67	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	40.66	0.16	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-01	38.84	-0.85	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-02	41.959	2.234	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	43.608356	-7.607239	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-07	39.07	-1.11	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	38.75	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	41.552	1.927	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-02	42.519292	-2.513434	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-09	39.56	-0.29	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-10	41.129745	-3.810528	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	42.765	1.076	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-11	38.55	-0.75	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	42.849624	-4.359099	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-12	42.821428	-1.63844	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-02	39.843153	3.030503	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-07	42.898767	-7.262588	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-09	41.889	2.464	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-12	39.386047	3.083453	Mustelidae	5307	Martes	2433765	Martes martes	5218878
1996-01	39.91	-0.39	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2006-09	38.664793	-0.539995	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-05	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-05	39.24	-0.77	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-06	41.798475	2.54862	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-09	39.84301	2.822443	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-09	39.796345	3.111451	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-10	39.332274	-4.344992	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-03	39.09	-0.25	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	40.906786	-3.47794	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-09	40.602161	0.426726	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	39.71	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-09	42.310528	-0.616123	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	40.1	0.04	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	41.754	2.477	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-02	39.55	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-07	38.91	-0.28	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-10	39.63635	2.987216	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-05	42.729971	-1.562912	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-11	42.18317	0.064418	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	42.694	1.102	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-12	41.107	0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	40.3	0.3	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	39.48	-0.65	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	39.623073	-6.400695	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	42.955492	-6.439853	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-01	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	42.186	0.912	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-03	41.60347	-4.042585	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-04	42.8387	-2.598717	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2010-07	38.76	-0.45	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-12	39.35	-0.33	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-02	41.214304	-6.093292	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-01	42.154167	-1.558333	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-05	42.034424	-3.654047	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	38.66	-0.44	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	38.92	-0.27	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-11	41.88	2.464	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-03	42.48	1.21	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-06	43.104066	-4.898537	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2015-02	41.595916	1.855316	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-03	37.9642	-5.633816	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-04	37.46	-4.32	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-04	39.764577	-5.623401	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	43.640518	-7.851482	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-02	39.71	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-10	42.322	3.177	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	41.378	1.655	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	41.88	2.488	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	42.575835	-4.558248	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-07	42.448	2.958	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-12	43.387327	-4.908588	Mustelidae	5307	Martes	2433765	Martes martes	5218878
1996-03	39.42	-0.95	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-02	38.51	-0.71	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-02	39.63	-0.87	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.05	-0.65	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-08	40.58	-0.1	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-08	41.78881	2.404268	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-04	41.201777	-6.046429	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-10	38.73	-0.74	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	43.122847	-4.082428	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-06	38.7	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	38.68	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	37.45	-4.45	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1993-12	40.62	0.12	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-10	39.77	-0.9	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-09	39.17	-0.82	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	41.646	2.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	40.06	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	42.032799	-3.738817	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	38.62	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	38.81	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	40.08	0.0	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	41.285	1.478	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	40.108272	-5.9378	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-09	41.564	1.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2004-01	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-05	38.65	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-02	40.45	-0.2	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-03	38.5	-0.67	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-06	43.064508	-4.490304	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2012-05	40.68	0.15	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-07	42.1207	2.348156	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-05	39.11	-1.2	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-11	38.67	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	42.814	0.756	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-10	38.2495	-1.0502	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	43.44	-7.25	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-11	38.67	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-12	38.57	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	39.070711	-6.75584	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	38.62	-0.46	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-09	42.405	1.706	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-04	37.926364	-4.815602	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1995-03	39.36	-1.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1995-04	39.2	-0.96	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-06	38.99	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-05	37.641138	-6.424974	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-06	37.239144	-3.494582	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	39.707981	2.977824	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-09	38.79	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	37.810414	-6.727593	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	41.69	2.334	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	40.27	-0.21	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	43.477227	-6.989261	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-11	37.1194	-2.8062	Mustelidae	5307	Martes	2433765	Martes foina	5218887
